bpolicyc,fec_effec,fec_exp,uso_veh,tipo_veh,edad_asegurado,canal,prima_mensual_uf,deducible,asegurado_es_contratante,sucursal,intermediario,pol_colectiva,asegurado_empresa,contratante_empresa
95-388140-0,2025-05-19 00:00:00.000,2027-05-19 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0013022831050228,-30,1,Casa Matriz Santiago Dealer,7374,0,0,0
69-488852-0,2024-01-28 00:00:00.000,2025-01-28 00:00:00.000,Escuela de Conductores,Station Wagon,48,MASIVO,0.001183970856102,5,0,CM Compara Online,5336,0,0,1
96-444712-0,2024-02-09 00:00:00.000,2025-01-09 00:00:00.000,Particular,Station Wagon,75,DEALERS,0.0016845771144278,5,1,Vina del Mar Dealer,6973,0,0,0
115-22842-0,2026-02-24 00:00:00.000,2027-02-24 00:00:00.000,Comercial,Mini Bus,Empresa,DEALERS,0.005461219496559352,0,1,Valdivia Dealer,2556,0,1,1
96-473147-0,2024-08-30 00:00:00.000,2025-08-30 00:00:00.000,Particular,Station Wagon,45,DEALERS,0.0019598173515981,25,1,Casa Matriz Santiago Dealer,2206,0,0,0
94-73586-0,2024-11-15 00:00:00.000,2025-11-15 00:00:00.000,Particular,Camioneta,64,DEALERS,0.002158904109589,10,1,Iquique Dealer,8507,0,0,0
3-520063-190,2024-09-30 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Station Wagon,Empresa,CORREDORES,0.0018337899543378,0,1,Advance,5721,1,1,1
90-431012-0,2025-04-15 00:00:00.000,2025-11-25 00:00:00.000,Escuela de Conductores,Mini Bus,75,DEALERS,0.0020840182648401,15,1,Casa Matriz Santiago Dealer,8579,0,0,0
85-71124-11,2024-03-14 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Tracto Camión,Empresa,CORREDORES,0.0024036529680365,35,1,Concepción,6734,1,1,1
69-597962-0,2025-03-05 00:00:00.000,2026-03-05 00:00:00.000,Particular,Station Wagon,70,MASIVO,0.0014958904109589,5,0,Valdivia Dealer,5062,0,0,1
74-811694-0,2024-12-05 00:00:00.000,2025-12-05 00:00:00.000,Particular,Camioneta,59,DEALERS,0.0017607305936073,-9,1,Casa Matriz Santiago Dealer,8694,0,0,0
96-579358-0,2026-03-12 00:00:00.000,2027-03-12 00:00:00.000,Particular,Station Wagon,41,DEALERS,0.0010748858447488,10,1,Casa Matriz Santiago Dealer,8650,0,0,0
74-811694-0,2024-06-07 00:00:00.000,2027-06-07 00:00:00.000,Particular,Mini Bus,34,DEALERS,0.00015558548921933255,5,1,Banca Seguros,2446,0,0,0
74-742263-0,2024-11-07 00:00:00.000,2025-11-07 00:00:00.000,Particular,Station Wagon,36,DIRECTO,0.0019232876712328,10,1,HDI.CL,1080,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2028-03-10 00:00:00.000,Particular,Automóvil,54,DIRECTO,0.000766073871409,5,1,HDI.CL,-849,0,0,0
69-670922-0,2025-08-29 00:00:00.000,2026-08-29 00:00:00.000,Particular,Station Wagon,50,MASIVO,0.0009671232876712,22,0,CM Compara Online,5336,0,0,1
69-719885-0,2025-04-15 00:00:00.000,2027-12-29 00:00:00.000,Escuela de Conductores,Station Wagon,60,MASIVO,0.000931506849315,5,0,Valdivia Dealer,2457,0,0,1
74-811549-0,2025-11-02 00:00:00.000,2026-11-02 00:00:00.000,Particular,Moto,49,CORREDORES,0.0016228310502283,10,1,Valdivia Dealer,2202,0,0,0
96-517838-0,2025-04-16 00:00:00.000,2026-04-16 00:00:00.000,Otros usos comerciales distint,Mini Bus,51,CORREDORES,0.0022630136986301,10,1,Corporate,3768,0,0,0
69-512660-0,2024-03-31 00:00:00.000,2025-03-31 00:00:00.000,Particular,Mini Bus,44,MASIVO,0.0020337899543378,10,0,CM Falabella,3833,0,0,1
96-526383-0,2025-06-05 00:00:00.000,2026-06-05 00:00:00.000,Particular,Station Wagon,49,DEALERS,0.0017680365296803,10,0,Valdivia Dealer,6403,0,0,1
85-93103-1,2025-10-11 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.0055817351598173,-5,1,Valdivia Dealer,5570,1,1,1
69-500869-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,35,CORREDORES,0.0014988600091199,5,0,Banca Seguros,6953,0,0,1
74-795830-0,2025-08-16 00:00:00.000,2026-08-16 00:00:00.000,Particular,Station Wagon,41,DIRECTO,0.0012977168949771,3,1,Valdivia Dealer,8414,0,0,0
74-822500-0,2025-12-29 00:00:00.000,2027-12-29 00:00:00.000,Particular,Automóvil,60,DEALERS,0.0006899543378995,3,1,HDI.CL,1080,0,0,0
96-480004-0,2024-08-31 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,42,DEALERS,0.0012127853881278,10,1,Casa Matriz Santiago Dealer,7793,0,0,0
74-769334-0,2025-03-11 00:00:00.000,2026-03-11 00:00:00.000,Particular,Furgón,46,DEALERS,0.001179841596509154,20,1,HDI.CL,8414,0,0,0
74-811694-0,2025-02-25 00:00:00.000,2028-04-10 00:00:00.000,Comercial,Camioneta,Empresa,CORREDORES,9.12280701754e-05,0,0,Banca Seguros,2634,0,1,1
69-610964-0,2025-04-02 00:00:00.000,2026-04-02 00:00:00.000,Particular,Mini Bus,29,MASIVO,0.0010018264840182,10,0,CM Compara Online,5336,0,0,1
74-754159-0,2025-01-08 00:00:00.000,2026-01-08 00:00:00.000,Particular,Automóvil,35,DIRECTO,0.0019031963470319,-2,1,Valdivia Dealer,1080,0,0,0
95-354480-0,2024-06-22 00:00:00.000,2025-06-22 00:00:00.000,Particular,Moto,46,DEALERS,0.0010657534246575,10,1,Casa Matriz Santiago Dealer,8521,0,0,0
74-811694-0,2025-01-28 00:00:00.000,2027-01-28 00:00:00.000,Escuela de Conductores,Automóvil,Empresa,DEALERS,0.0013744292237442,5,1,Punta Arenas Dealer,2712,0,1,1
90-446879-0,2025-03-10 00:00:00.000,2026-03-10 00:00:00.000,Particular,Station Wagon,68,DEALERS,0.0011735159817351,6,0,Valdivia Dealer,8579,0,0,0
69-613479-0,2025-04-11 00:00:00.000,2026-04-11 00:00:00.000,Particular,Station Wagon,58,MASIVO,0.0016904109589041,3,0,CM Falabella,2457,0,0,1
3-522444-0,2024-11-16 00:00:00.000,2025-11-16 00:00:00.000,Escuela de Conductores,Automóvil,41,DEALERS,0.0024748858447488,19,1,HDI.CL,1023,0,0,0
96-550050-0,2025-04-15 00:00:00.000,2026-10-25 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0018,9,0,Valdivia Dealer,11379,0,0,0
96-466753-0,2024-07-15 00:00:00.000,2025-07-15 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.00184200913242,5,1,Valdivia Dealer,8650,0,0,0
3-544953-0,2025-05-07 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,64,CORREDORES,0.0013406392694063,5,0,Banca Seguros,2556,0,0,0
3-512627-4,2024-07-31 00:00:00.000,2026-07-31 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,CORREDORES,0.0001826484018264,0,1,HDI Santiago,6529,1,1,1
74-811694-0,2025-07-12 00:00:00.000,2026-07-12 00:00:00.000,Particular,Automóvil,50,MASIVO,0.0017625570776255,12,0,CM Falabella,2457,0,0,1
90-459010-0,2025-06-21 00:00:00.000,2026-06-21 00:00:00.000,Escuela de Conductores,Station Wagon,32,DEALERS,0.0003782362557077,0,1,Rancagua Dealer,8523,0,0,0
96-461623-0,2024-06-23 00:00:00.000,2025-06-23 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0018703196347031,5,1,Casa Matriz Santiago Dealer,8650,0,0,0
85-71747-23,2025-04-15 00:00:00.000,2025-03-23 00:00:00.000,Comercial,Camión,54,CORREDORES,0.0005022951010550103,0,1,Valdivia Dealer,2495,1,1,1
69-517722-0,2024-05-24 00:00:00.000,2025-05-24 00:00:00.000,Particular,Mini Bus,39,MASIVO,0.0011461187214611,-16,0,Valdivia Dealer,2850,0,0,1
116-7747-0,2025-02-11 00:00:00.000,2026-02-11 00:00:00.000,Particular,Automóvil,54,MASIVO,0.0011022831050228,1,0,Valdivia Dealer,2457,0,0,1
74-811694-0,2025-12-23 00:00:00.000,2026-12-23 00:00:00.000,Transporte de Carga,Camión,Empresa,CORREDORES,0.0011515981735159,10,1,Valdivia Dealer,6804,0,1,1
74-811694-0,2024-12-06 00:00:00.000,2026-12-06 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0016027397260273,3,1,Casa Matriz Santiago Dealer,7883,0,0,0
94-84454-0,2025-09-25 00:00:00.000,2027-09-25 00:00:00.000,Particular,Station Wagon,56,DEALERS,0.0009488584474885,22,1,Valdivia Dealer,6462,0,0,0
74-811694-0,2024-07-26 00:00:00.000,2025-07-26 00:00:00.000,Particular,Mini Bus,56,DEALERS,0.0012812785388127,3,1,Partners,5551,0,0,0
74-811694-0,2025-09-21 00:00:00.000,2026-09-21 00:00:00.000,Particular,Station Wagon,54,MASIVO,0.0007461187214611,10,0,CM Ripley,2850,0,0,1
96-478612-0,2024-09-10 00:00:00.000,2025-09-10 00:00:00.000,Escuela de Conductores,Mini Bus,54,DEALERS,0.0015068493150684,10,0,Casa Matriz Santiago Dealer,8650,0,0,0
83-132658-0,2026-01-31 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,48,,0.0008143420091324,5,1,BancoEstado,6872,0,0,0
74-811694-0,2025-06-17 00:00:00.000,2025-10-31 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,CORREDORES,0.0017333333333333,5,1,Corporate,2043,1,1,1
94-89260-0,2026-02-06 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0013347857145877234,5,1,Casa Matriz Santiago Dealer,7883,0,0,0
69-707932-0,2025-12-05 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,52,MASIVO,0.0011369863013698,3,0,CM Compara Online,7156,0,0,1
3-572736-0,2025-10-31 00:00:00.000,2026-10-31 00:00:00.000,Escuela de Conductores,Automóvil,34,CORREDORES,0.001330838256484639,10,0,Valdivia Dealer,5061,0,0,0
74-785141-0,2025-04-15 00:00:00.000,2026-06-26 00:00:00.000,Escuela de Conductores,Automóvil,35,DIRECTO,0.0010602739726027,-9,0,HDI.CL,2684,0,0,0
74-811694-0,2025-12-26 00:00:00.000,2028-12-26 00:00:00.000,Particular,Mini Bus,54,CORREDORES,0.0021131253773255133,3,1,Valdivia Dealer,2446,0,0,0
90-433658-0,2024-11-18 00:00:00.000,2025-11-18 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0006375621917808,0,1,Vina del Mar Dealer,9079,0,0,0
83-56221-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,,0.0001082100456621,0,0,BancoEstado,6978,0,1,1
33-42379-14,2024-12-29 00:00:00.000,2025-12-29 00:00:00.000,Otros usos comerciales distint,Moto,Empresa,DEALERS,0.0007817351598173,0,1,HDI Santiago,2055,1,1,1
96-485490-0,2024-10-07 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,38,DEALERS,0.0011114155251141,3,1,Casa Matriz Santiago Dealer,7381,0,0,0
74-765753-0,2025-03-10 00:00:00.000,2026-03-10 00:00:00.000,Escuela de Conductores,Automóvil,54,DIRECTO,0.0023286010199993585,0,0,HDI.CL,1080,0,0,0
74-811694-0,2026-01-17 00:00:00.000,2024-05-23 00:00:00.000,Particular,Jeep,48,,0.0006216084216830696,10,1,BancoEstado,6872,0,0,0
115-12801-0,2025-12-31 00:00:00.000,2026-12-31 00:00:00.000,Escuela de Conductores,Camión,Empresa,CORREDORES,0.0018902628983659615,-19,1,Banca Seguros,1763,0,1,1
74-822480-0,2025-04-15 00:00:00.000,2027-01-04 00:00:00.000,Escuela de Conductores,Mini Bus,72,,0.0013187214611872,-20,1,Plus,5744,0,0,0
3-497628-0,2024-05-03 00:00:00.000,2025-05-03 00:00:00.000,Particular,Mini Bus,66,CORREDORES,0.0008401826484018,5,1,HDI Club,6983,0,0,0
96-442048-0,2024-02-28 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,57,DEALERS,0.0015327868852459,5,1,Casa Matriz Santiago Dealer,8650,0,0,0
74-811694-0,2025-09-29 00:00:00.000,2027-09-29 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0011381943698441973,18,1,Vina del Mar Dealer,8499,0,0,0
74-811694-0,2025-05-19 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Automóvil,48,DEALERS,0.0012464811645866805,0,1,Advance,6529,0,0,0
3-525474-66,2024-10-30 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Camioneta,Empresa,CORREDORES,0.0011046575342465,8,0,Partners,6646,1,1,1
74-811694-0,2025-06-30 00:00:00.000,2026-06-30 00:00:00.000,Comercial,Semi Remolque,54,CORREDORES,-0.0003925024488089082,20,1,Corporate,4434,1,1,1
96-568974-0,2026-01-19 00:00:00.000,2027-01-19 00:00:00.000,Particular,Station Wagon,51,DEALERS,0.0014109589041095,-1,1,Casa Matriz Santiago Dealer,7381,0,0,0
96-512283-0,2025-03-15 00:00:00.000,2027-03-15 00:00:00.000,Particular,Automóvil,45,DEALERS,0.0010333333333333,10,1,Casa Matriz Santiago Dealer,6619,0,0,0
116-20555-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,38,CORREDORES,0.0015470319634703,-18,0,Banca Seguros,4301,0,0,1
74-811694-0,2025-04-15 00:00:00.000,2026-07-08 00:00:00.000,Otros usos comerciales distint,Furgón,Empresa,DEALERS,0.0026127853881278,-7,0,Vina del Mar Dealer,8579,0,1,0
74-811694-0,2024-09-22 00:00:00.000,2025-09-22 00:00:00.000,Particular,Mini Bus,39,DIRECTO,0.0011201248688642283,-3,1,HDI.CL,1080,0,0,0
85-57277-32,2024-01-18 00:00:00.000,2025-08-31 00:00:00.000,Comercial,Bus,54,CORREDORES,0.0030101522842639,5,1,Viña del Mar,2229,1,1,1
96-465976-0,2025-04-15 00:00:00.000,2025-06-28 00:00:00.000,Particular,Station Wagon,26,DEALERS,0.0014639269406392,3,1,Valdivia Dealer,8650,0,0,0
116-21072-0,2025-08-10 00:00:00.000,2026-04-10 00:00:00.000,Particular,Automóvil,49,CORREDORES,0.0010288065843621,0,0,Banca Seguros,6953,0,0,1
90-393166-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,54,DEALERS,0.0019589603283173,5,1,Casa Matriz Santiago Dealer,8715,0,0,0
85-83794-19,2025-01-31 00:00:00.000,2026-01-31 00:00:00.000,Comercial,Mini Bus,Empresa,DEALERS,0.002869406392694,5,1,Concepción,5348,1,1,1
95-347184-0,2024-03-13 00:00:00.000,2024-05-23 00:00:00.000,Particular,Moto,26,DEALERS,0.0010310502283105,13,1,Casa Matriz Santiago Dealer,8613,0,0,0
95-412057-0,2026-02-25 00:00:00.000,2027-02-25 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0011634703196347,5,1,Casa Matriz Santiago Dealer,8519,0,0,0
90-451887-0,2025-04-09 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,45,DEALERS,0.0013909556164383,3,1,Casa Matriz Santiago Dealer,5726,0,0,0
83-95810-0,2025-05-01 00:00:00.000,2026-05-01 00:00:00.000,Otros usos comerciales distint,Camión,Empresa,,0.004096832925597085,0,0,BancoEstado,6978,0,1,1
69-521853-0,2024-06-06 00:00:00.000,2025-06-06 00:00:00.000,Escuela de Conductores,Mini Bus,76,MASIVO,0.0015086757990867,8,0,CM Falabella,2457,0,0,1
69-591991-0,2025-02-07 00:00:00.000,2028-02-07 00:00:00.000,Particular,Automóvil,51,CORREDORES,0.0010908075190258,5,1,Banca Seguros,2446,0,0,0
74-811694-0,2024-03-18 00:00:00.000,2025-03-18 00:00:00.000,Escuela de Conductores,Semi Remolque,Empresa,CORREDORES,0.000455707762557,0,1,Talca,7474,1,1,1
74-811694-0,2024-01-25 00:00:00.000,2026-01-25 00:00:00.000,Particular,Camioneta,Empresa,CORREDORES,0.0015636116735066,5,0,Banca Seguros,6953,0,1,1
69-568148-0,2024-11-07 00:00:00.000,2025-06-30 00:00:00.000,Particular,Station Wagon,52,MASIVO,0.001018439716312,10,0,CM Cencosud,5559,0,0,1
3-494028-0,2024-04-05 00:00:00.000,2025-04-05 00:00:00.000,Particular,Mini Bus,53,CORREDORES,0.0010611872146118,5,1,Rancagua,7200,0,0,0
74-803981-0,2025-09-01 00:00:00.000,2026-09-01 00:00:00.000,Particular,Station Wagon,40,DIRECTO,0.0006826452054794,10,1,HDI.CL,8414,0,0,0
74-719317-0,2024-07-20 00:00:00.000,2025-07-20 00:00:00.000,Particular,Camioneta,25,CORREDORES,0.002054469496125971,0,1,Concepción,5618,0,0,0
96-470300-0,2024-07-23 00:00:00.000,2026-07-23 00:00:00.000,Particular,Station Wagon,42,DEALERS,0.0008844748858447,10,1,Vina del Mar Dealer,8650,0,0,0
3-493815-0,2024-04-03 00:00:00.000,2025-04-03 00:00:00.000,Particular,Automóvil,35,CORREDORES,0.0015287671232876,3,1,La Serena,6326,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2026-12-03 00:00:00.000,Particular,Camioneta,65,DEALERS,0.00023094589963676459,5,1,Casa Matriz Santiago Dealer,7604,0,0,0
3-591551-0,2026-01-14 00:00:00.000,2027-01-14 00:00:00.000,Particular,Station Wagon,73,,0.0005817351598173,10,1,Plus,5378,0,0,0
3-494703-45,2024-04-02 00:00:00.000,2025-04-02 00:00:00.000,Comercial,Camioneta,Empresa,CORREDORES,0.0013698630136986,0,0,Partners,788,1,1,1
114-10395-0,2025-08-22 00:00:00.000,2026-08-22 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0028127853881278,5,1,Valdivia Dealer,8650,0,0,0
74-718726-0,2024-07-12 00:00:00.000,2025-07-12 00:00:00.000,Escuela de Conductores,Station Wagon,54,DIRECTO,0.0019150684931506,10,1,HDI.CL,8414,0,0,0
74-716252-0,2024-07-24 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,55,DIRECTO,0.0020360038110196115,0,1,HDI.CL,1080,0,0,0
3-593728-0,2025-04-15 00:00:00.000,2027-01-24 00:00:00.000,Particular,Automóvil,57,CORREDORES,0.0004273972602739,10,1,Valdivia Dealer,6631,0,0,0
96-534856-0,2025-07-25 00:00:00.000,2027-07-25 00:00:00.000,Particular,Station Wagon,39,DEALERS,0.0012502283105022,19,1,Casa Matriz Santiago Dealer,8650,0,0,0
74-811694-0,2025-12-28 00:00:00.000,2026-12-28 00:00:00.000,Comercial,Camioneta,Empresa,DEALERS,0.0043780821917808,0,1,Kontakto,6974,1,1,1
96-473546-0,2024-08-12 00:00:00.000,2025-08-12 00:00:00.000,Particular,Automóvil,62,DEALERS,0.0012986301369863,10,1,Casa Matriz Santiago Dealer,8650,0,0,0
91-75693-0,2025-05-12 00:00:00.000,2027-05-12 00:00:00.000,Particular,Station Wagon,56,DEALERS,0.0009213108722761136,10,0,Casa Matriz Santiago Dealer,7381,0,0,0
83-132823-0,2026-02-04 00:00:00.000,2027-02-04 00:00:00.000,Particular,Automóvil,47,,0.0006754107762557,5,1,BancoEstado,6872,0,0,0
69-499104-0,2024-02-04 00:00:00.000,2026-02-04 00:00:00.000,Particular,Station Wagon,65,CORREDORES,0.001106797532611888,0,0,Banca Seguros,6953,0,0,1
83-48295-0,2024-02-12 00:00:00.000,2025-02-12 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0016475409836065,3,1,BancoEstado,6872,0,0,0
74-731060-22,2024-09-05 00:00:00.000,2025-09-05 00:00:00.000,Particular,Station Wagon,32,CORREDORES,0.000917808219178,3,0,HDI Santiago,7977,1,0,1
83-66292-0,2024-09-16 00:00:00.000,2025-09-16 00:00:00.000,Particular,Station Wagon,50,,0.0017926940639269,0,1,BancoEstado,6872,0,0,0
74-831446-0,2026-03-02 00:00:00.000,2027-03-02 00:00:00.000,Particular,Moto,68,DEALERS,0.0020383561643835,-8,1,Advance,2202,0,0,0
74-753121-0,2025-04-15 00:00:00.000,2026-01-17 00:00:00.000,Particular,Mini Bus,42,DIRECTO,0.0015031963470319,5,1,HDI.CL,8414,0,0,0
94-73671-0,2024-11-09 00:00:00.000,2025-11-09 00:00:00.000,Particular,Station Wagon,55,DEALERS,0.0023406392694063,10,0,Casa Matriz Santiago Dealer,7883,0,0,0
74-811694-0,2024-10-26 00:00:00.000,2025-10-26 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,CORREDORES,0.0019068493150684,10,1,Rancagua,7978,0,1,1
74-811694-0,2026-01-22 00:00:00.000,2027-01-22 00:00:00.000,Escuela de Conductores,Automóvil,58,DEALERS,0.0012292237442922,15,1,Casa Matriz Santiago Dealer,8092,0,0,0
69-609238-0,2025-03-28 00:00:00.000,2026-03-28 00:00:00.000,Particular,Mini Bus,49,MASIVO,0.0010018264840182,-18,0,CM Falabella,2164,0,0,1
69-621486-0,2025-05-12 00:00:00.000,2028-05-12 00:00:00.000,Particular,Mini Bus,34,CORREDORES,0.0015304136253041,3,1,Banca Seguros,2446,0,0,0
74-822531-0,2025-12-09 00:00:00.000,2026-12-09 00:00:00.000,Renta Car,Mini Bus,Empresa,CORREDORES,0.001754301369863,12,1,Partners,3654,0,1,1
90-408664-0,2024-05-12 00:00:00.000,2026-05-12 00:00:00.000,Particular,Station Wagon,36,DEALERS,0.0015757990867579,-3,1,Valdivia Dealer,7920,0,0,0
69-732411-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,65,MASIVO,0.0013543378995433,0,0,CM Falabella,2928,0,0,1
3-535424-0,2025-04-15 00:00:00.000,2026-02-03 00:00:00.000,Particular,Station Wagon,35,,0.0018595251469306553,3,1,Kontakto,6041,0,0,0
113-6595-0,2025-12-31 00:00:00.000,2027-12-31 00:00:00.000,Comercial,Tracto Camión,Empresa,CORREDORES,0.0044872146118721,2,0,Valdivia Dealer,6675,0,1,1
3-549559-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.0006620979271506685,10,1,Valdivia Dealer,5308,0,1,1
85-69075-666,2023-12-31 00:00:00.000,2024-12-31 00:00:00.000,Comercial,Bus,Empresa,DEALERS,0.0009051722260159121,-27,0,Corporate,7782,1,1,1
94-69617-0,2025-04-15 00:00:00.000,2026-06-01 00:00:00.000,Particular,Automóvil,48,DEALERS,0.00132100456621,5,1,LaSerena Dealer,7883,0,0,0
96-512004-0,2025-03-13 00:00:00.000,2026-03-13 00:00:00.000,Particular,Automóvil,39,DEALERS,0.00015026324797664896,3,0,LaSerena Dealer,6973,0,0,0
74-808100-0,2025-10-06 00:00:00.000,2026-10-06 00:00:00.000,Particular,Station Wagon,54,DIRECTO,0.0026742590218831034,5,1,HDI.CL,-935,0,0,0
74-731260-0,2024-08-29 00:00:00.000,2026-08-29 00:00:00.000,Particular,Mini Bus,35,DIRECTO,0.0025921212618845893,3,1,HDI.CL,6082,0,0,0
74-811694-0,2025-02-14 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Furgón,Empresa,DEALERS,0.000852564109589,-10,1,Corporate,2978,1,1,1
74-811694-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0012175378165116993,10,1,Corporate,2978,1,1,1
96-453860-0,2024-04-27 00:00:00.000,2025-04-27 00:00:00.000,Particular,Station Wagon,Empresa,DEALERS,0.001868788104330472,10,0,Casa Matriz Santiago Dealer,8650,0,1,0
74-698815-0,2024-03-04 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,35,DIRECTO,0.0011689497716894,3,1,HDI.CL,8720,0,0,0
74-774282-2,2025-03-31 00:00:00.000,2026-03-31 00:00:00.000,Escuela de Conductores,Station Wagon,Empresa,,0.0017497716894977,-28,0,Plus,6344,1,1,1
95-380930-0,2025-03-27 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,66,DEALERS,0.0009954337899543,6,1,Valdivia Dealer,8588,0,0,0
74-811694-0,2024-01-15 00:00:00.000,2026-01-15 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0019443684450524,15,1,LaSerena Dealer,7381,0,0,0
96-549465-0,2025-10-21 00:00:00.000,2026-10-21 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0014438356164383,5,1,Punta Arenas Dealer,2206,0,0,0
69-728482-0,2026-02-26 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,41,CORREDORES,0.0013260273972602,5,0,Banca Seguros,6953,0,0,1
74-757186-1,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Vehículos de Reparto,Camioneta,54,,0.0027661575938686465,5,1,Valdivia Dealer,6344,1,1,1
95-374490-0,2024-12-24 00:00:00.000,2026-12-24 00:00:00.000,Particular,Station Wagon,58,DEALERS,0.0013738505936073,10,0,Casa Matriz Santiago Dealer,8676,0,0,0
83-84038-0,2025-01-28 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,69,,0.0005132828310502,0,1,Valdivia Dealer,6872,0,0,0
90-428352-0,2024-10-10 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,56,DEALERS,0.001125790764232888,19,1,Valdivia Dealer,8579,0,0,0
69-524213-0,2024-06-11 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,56,DEALERS,0.0007552511415525,0,0,Valdivia Dealer,6953,0,0,1
3-530128-25,2024-12-16 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Automóvil,Empresa,DEALERS,0.000904109589041,5,1,Valdivia Dealer,6609,1,1,1
3-574799-0,2025-04-15 00:00:00.000,2026-07-31 00:00:00.000,Comercial,Jeep,Empresa,DEALERS,0.00325176301026253,10,0,Corporate,2464,0,1,1
110-1008-3958,2025-08-24 00:00:00.000,2026-08-24 00:00:00.000,Comercial,Furgón,54,CORREDORES,0.0007013698630136,0,0,Partners,5072,1,1,1
69-736639-0,2026-03-17 00:00:00.000,2027-03-17 00:00:00.000,Escuela de Conductores,Automóvil,76,MASIVO,0.0007196347031963,0,0,Valdivia Dealer,2457,0,0,1
85-86693-0,2025-01-20 00:00:00.000,2025-03-20 00:00:00.000,Otros usos comerciales distint,Camión,Empresa,CORREDORES,0.0051860440677966,17,1,Corporate,1005,0,1,1
90-491962-0,2026-03-18 00:00:00.000,2028-03-18 00:00:00.000,Particular,Station Wagon,57,DEALERS,0.000921130369357,3,1,Casa Matriz Santiago Dealer,8696,0,0,0
95-361752-0,2024-08-10 00:00:00.000,2026-08-10 00:00:00.000,Particular,Station Wagon,35,DEALERS,0.0016570776255707,3,1,Casa Matriz Santiago Dealer,6382,0,0,0
69-542844-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,58,MASIVO,0.0015506849315068,10,0,CM Compara Online,7757,0,0,1
74-744330-1,2024-11-29 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,60,CORREDORES,0.0010054362736440859,-23,1,Partners,6830,1,0,0
85-93267-55,2025-10-01 00:00:00.000,2027-10-01 00:00:00.000,Comercial,Camión,Empresa,CORREDORES,0.0036200210637390056,27,1,Partners,3918,1,1,1
74-811694-0,2025-10-08 00:00:00.000,2026-06-30 00:00:00.000,Particular,Station Wagon,68,MASIVO,0.0007685534591194,5,0,Valdivia Dealer,5559,0,0,1
